"This RNA Expression meta-signature was derived from Illumina's BaseSpace Correlation Engine Meta-Analysis app. The analysis aggregated 13 Biosets for SARS day1 post-infection vs control Lung tissue experiments from six independent studies (GSE19137, GSE23955 , GSE36969,  GSE49262, GSE49263, GSE50000) and five strains (SARS-CoV GZ02, SARS-CoV HC-SZ-6103, SARS-CoV MA15, SARS-CoV MA15g, SARS-CoV MA15e, SARS-CoV TOR2, SARS-CoV Urbani). For more go to https://github.com/BioinfoSolutions/Coronavirus_metadata.   "		
"The export table from the Meta-Analysis was transformed in the following ways to define this SARS-CoV day1 post-infection lung meta-signature. The bioset-specific gene scores were modified with fold change directionality, then the signed bioset-specific gene scores were averaged for each gene across all biosets for a signed overall score. The genes and scores were then imported using the Fold Change (+/- mode) option."		
		
Gene	Specificity	Score Ave
2810405K02Rik	6 out of 13	-15.77465739
Tecpr1	6 out of 13	-15.7738521
Zkscan4	6 out of 13	-15.76039024
Pgrmc1	6 out of 13	-15.75392519
Purg	7 out of 13	-15.70568883
Gjb6	4 out of 13	-15.70475011
Wdr72	7 out of 13	-15.69104992
Meis1	6 out of 13	-15.68346812
Nudt7	6 out of 13	-15.6653117
Nudt16l1	8 out of 13	-15.65500206
Tspan18	5 out of 13	-15.65247994
Fancb	6 out of 13	-15.64811373
Hoxa7	5 out of 13	-15.63873066
Siva1	5 out of 13	-15.63187048
Fam3c	8 out of 13	-15.60643652
Mme	6 out of 13	-15.59492603
Fmnl3	7 out of 13	-15.59359042
Vmac	5 out of 13	-15.56854076
Hdac11	7 out of 13	-15.55788681
LOC721735	5 out of 13	-15.5326292
Smpd2	6 out of 13	-15.51788906
Ift20	7 out of 13	-15.5082739
Kcna5	8 out of 13	-15.48539475
Hadh	5 out of 13	-15.48445948
Fmnl1	5 out of 13	-15.46504598
Gm5148	6 out of 13	-15.45461654
Far1	7 out of 13	-15.4349629
Mgat3	5 out of 13	-15.43282363
Bnip3	6 out of 13	-15.42874054
Pgcp	7 out of 13	-15.42651681
9230110I02Rik	6 out of 13	-15.40623123
C1qtnf7	5 out of 13	-15.40155457
Rarb	6 out of 13	-15.38880051
Ces1g	4 out of 13	-15.3765018
9530026P05Rik	6 out of 13	-15.35819175
2610528J11Rik	6 out of 13	-15.3354898
Nfib	9 out of 13	-15.33436003
Slc35e3	6 out of 13	-15.33168153
Bckdha	7 out of 13	-15.32509164
Tesc	4 out of 13	-15.31657878
Decr1	8 out of 13	-15.31630968
Fbxo25	6 out of 13	-15.30012637
B230354K17Rik	6 out of 13	-15.29474342
Mthfsd	6 out of 13	-15.29257026
Gcat	6 out of 13	-15.25546925
2810008D09Rik	5 out of 13	-15.25329563
Sesn3	6 out of 13	-15.25202629
Tmtc2	7 out of 13	-15.25130146
Fam198b	6 out of 13	-15.22878509
Hbp1	7 out of 13	-15.21993786
Myct1	6 out of 13	-15.21616238
Tmem117	7 out of 13	-15.21437575
Ankzf1	10 out of 13	-15.20526454
9330151L19Rik	6 out of 13	-15.20372337
Vsnl1	7 out of 13	-15.20290391
Dcaf8	11 out of 13	-15.20277028
Fgfr3	6 out of 13	-15.17986457
Foxf2	5 out of 13	-15.17235252
Cln6	9 out of 13	-15.16964916
Npr2	6 out of 13	-15.1595682
Snx13	5 out of 13	-15.14608986
Trpv6	5 out of 13	-15.12030246
LOC711512	4 out of 13	-15.11508499
St6galnac2	5 out of 13	-15.10550443
Sod1	8 out of 13	-15.06339562
Ttc30b	6 out of 13	-15.04628824
Fra10ac1	6 out of 13	-15.04337914
Bpgm	4 out of 13	-15.03884867
Rftn2	6 out of 13	-15.03685071
Tmem97	6 out of 13	-15.03410762
Sall2	6 out of 13	-15.0298868
Gria1	5 out of 13	-15.02059205
Zfp287	7 out of 13	-15.0189221
GPX1	5 out of 13	-14.99766655
Wscd1	6 out of 13	-14.99667152
Ppm1m	5 out of 13	-14.99138926
Ptprb	6 out of 13	-14.98886147
LOC714561	4 out of 13	-14.98666087
Scube1	5 out of 13	-14.9843345
Zfml	5 out of 13	-14.97602112
Hrsp12	6 out of 13	-14.97384327
Stox2	6 out of 13	-14.96306396
Fam102b	6 out of 13	-14.96208383
Plekhh3	5 out of 13	-14.93900467
Lphn1	6 out of 13	-14.93462209
Rnf181	8 out of 13	-14.93153863
Fam101b	4 out of 13	-14.92686838
Efcab4a	7 out of 13	-14.91580553
Tmem59	9 out of 13	-14.90298303
Mtss1l	6 out of 13	-14.90199209
Gstt2	5 out of 13	-14.89154444
Bmp2k	7 out of 13	-14.88808092
Fcgbp	6 out of 13	-14.88572504
Ppp1r14a	6 out of 13	-14.88539056
LOC719980	4 out of 13	-14.87429818
Vkorc1	6 out of 13	-14.858051
STK17B	4 out of 13	-14.85743088
Fbxl18	7 out of 13	-14.85347107
Itfg3	8 out of 13	-14.85331901
2310061C15Rik	7 out of 13	-14.85235581
Atp1b1	4 out of 13	-14.84069897
432575	5 out of 13	-14.83714209
Echdc3	7 out of 13	-14.8347018
Wdr13	7 out of 13	-14.81966088
Ntf5	8 out of 13	-14.8175237
Sec14l3	8 out of 13	-14.77901158
BRE	4 out of 13	-14.77708362
Osbpl3	6 out of 13	-14.76973631
Bmp6	5 out of 13	-14.75569213
Slc22a17	7 out of 13	-14.70746714
Nxph3	6 out of 13	-14.70065718
Foxa2	6 out of 13	-14.69996968
Cox6b2	6 out of 13	-14.69908128
LPAR5	4 out of 13	-14.68598169
Wdr81	7 out of 13	-14.67534281
Cdc42ep3	9 out of 13	-14.67262168
RGS10	4 out of 13	-14.66223505
Fam20a	8 out of 13	-14.65135264
Ugt1a6b	5 out of 13	-14.64253754
Ndufa2	6 out of 13	-14.63103186
Mapk3	7 out of 13	-14.59896275
Cpd	8 out of 13	-14.58898218
Il11ra1	8 out of 13	-14.58247719
Slc23a1	6 out of 13	-14.57344877
Gprin3	4 out of 13	-14.5713006
Prickle1	7 out of 13	-14.56292042
Suclg2	8 out of 13	-14.55698746
Gng5	8 out of 13	-14.55348315
Lrp2	5 out of 13	-14.54537788
Isca1	7 out of 13	-14.54427571
Ly6g6e	6 out of 13	-14.53540806
Gba2	7 out of 13	-14.53480347
Cryz	7 out of 13	-14.52979723
Zdhhc24	8 out of 13	-14.51461299
Tmem218	6 out of 13	-14.50750731
Dcn	4 out of 13	-14.50627515
Hist1h2bm	5 out of 13	-14.50400527
A930018M24Rik	5 out of 13	-14.49513798
Vsig2	6 out of 13	-14.4823973
ENSMUSG00000040796	6 out of 13	-14.47861547
Qser1	7 out of 13	-14.47374732
Lxn	6 out of 13	-14.45891511
Rora	7 out of 13	-14.456836
Ip6k2	5 out of 13	-14.44288127
Tcf7l1	7 out of 13	-14.43735014
Cdc26	7 out of 13	-14.4209677
Gmpr	5 out of 13	-14.42011323
Atp2b2	4 out of 13	-14.41409731
Rnf5	7 out of 13	-14.39234916
Stmn2	6 out of 13	-14.3844034
Hepacam2	5 out of 13	-14.37541839
Crocc	6 out of 13	-14.37051078
Klhl21	6 out of 13	-14.36498166
Rit1	7 out of 13	-14.3293206
Zfp322a	7 out of 13	-14.31447599
4933439C10Rik	6 out of 13	-14.29496467
Zfp277	10 out of 13	-14.28657564
Nkd2	5 out of 13	-14.28608056
Atf7	7 out of 13	-14.28386976
Ang	5 out of 13	-14.28207949
Nt5dc2	5 out of 13	-14.27662563
Emcn	7 out of 13	-14.26282752
Paqr6	4 out of 13	-14.25017119
Ldhb	4 out of 13	-14.24428452
Heyl	6 out of 13	-14.24317176
Zfp61	6 out of 13	-14.23641657
Dnase2a	6 out of 13	-14.23234999
Cnst	6 out of 13	-14.21587888
Shpk	9 out of 13	-14.21045663
Sat2	6 out of 13	-14.20477925
Pla2g15	6 out of 13	-14.19764702
8430406I07Rik	5 out of 13	-14.18447496
Asb8	10 out of 13	-14.17507152
Mal	6 out of 13	-14.17052249
Dock4	6 out of 13	-14.14432128
Ankrd44	4 out of 13	-14.14131728
Aldh4a1	6 out of 13	-14.13888947
Fhdc1	6 out of 13	-14.13799326
4933436C20Rik	6 out of 13	-14.13377048
Upf3a	8 out of 13	-14.10252385
Mm.381624	6 out of 13	-14.09567792
Wnt9a	6 out of 13	-14.09121812
AK011803	7 out of 13	-14.087104
Bcap31	8 out of 13	-14.07560304
Aif1l	6 out of 13	-14.05639774
Pcdh18	6 out of 13	-14.05095585
Bbs9	7 out of 13	-14.04036614
5930430L01Rik	4 out of 13	-14.03998747
Pxmp4	6 out of 13	-14.03288005
LOC717125	4 out of 13	-14.03277971
Pex5l	6 out of 13	-14.02885211
Smtn	8 out of 13	-14.01509261
P2ry12	7 out of 13	-13.99625424
Fancc	7 out of 13	-13.99007741
Gga2	7 out of 13	-13.98046985
Cul5	7 out of 13	-13.97924385
Tbx6	5 out of 13	-13.97749678
Eif2c1	6 out of 13	-13.9711769
Necab3	7 out of 13	-13.96245545
Anapc1	6 out of 13	-13.959301
Slc35f3	6 out of 13	-13.95344642
Fam89b	8 out of 13	-13.9528557
Ces2b	6 out of 13	-13.94447501
Cd209f	5 out of 13	-13.93951861
0610007N19Rik	5 out of 13	-13.92861003
Hepacam	5 out of 13	-13.92829125
Ccrl1	5 out of 13	-13.927633
Crip2	6 out of 13	-13.91560178
Entpd6	7 out of 13	-13.90677194
Abi2	8 out of 13	-13.89850777
2700094K13Rik	5 out of 13	-13.88826855
AU020206	5 out of 13	-13.87975074
Izumo4	6 out of 13	-13.86397164
Decr2	6 out of 13	-13.86346126
Atp5s	6 out of 13	-13.85493132
BOK	5 out of 13	-13.8304449
Fzd1	6 out of 13	-13.82914815
Tmem110	6 out of 13	-13.82543359
Als2cl	4 out of 13	-13.81445678
Dab2ip	6 out of 13	-13.80729179
Echdc2	5 out of 13	-13.77950065
Tcta	6 out of 13	-13.77107034
Abhd5	7 out of 13	-13.74555117
Per2	5 out of 13	-13.73238037
Car14	7 out of 13	-13.72741276
Mm.227768	5 out of 13	-13.72539716
Igf2bp1	7 out of 13	-13.71639297
2900056M20Rik	7 out of 13	-13.71544565
Lhpp	6 out of 13	-13.69462553
Stra13	7 out of 13	-13.68860046
Slc17a5	9 out of 13	-13.68850636
AI627138	4 out of 13	-13.68056535
Zfp688	7 out of 13	-13.65549201
Reep4	7 out of 13	-13.65110688
Ttc28	5 out of 13	-13.64587371
Tmem42	6 out of 13	-13.64552196
9930012K11Rik	5 out of 13	-13.63705866
Tspan9	7 out of 13	-13.61969419
Zfp157	7 out of 13	-13.61173956
Jph2	6 out of 13	-13.61016052
Angptl6	5 out of 13	-13.60946537
Rgma	6 out of 13	-13.60840283
Pbxip1	7 out of 13	-13.60220039
Fgf18	6 out of 13	-13.57445463
Gss	6 out of 13	-13.56914855
Krba1	7 out of 13	-13.55955258
Fuz	8 out of 13	-13.55509897
Col6a2	6 out of 13	-13.55155716
Rab34	6 out of 13	-13.53924155
Epm2aip1	10 out of 13	-13.53673349
Inpp5e	8 out of 13	-13.53139782
Pafah2	6 out of 13	-13.53102021
Zfp78	6 out of 13	-13.53012704
Ogt	6 out of 13	-13.52793281
Pecr	6 out of 13	-13.52733992
Rev3l	6 out of 13	-13.51931873
Fbxo31	7 out of 13	-13.51905301
Etfb	6 out of 13	-13.51120793
Nudt16	7 out of 13	-13.510796
Rorc	5 out of 13	-13.49448191
LOC711320	4 out of 13	-13.47543823
LOC715250	4 out of 13	-13.46980974
2610306M01Rik	7 out of 13	-13.46342866
Mut	7 out of 13	-13.4535738
Pdcd4	6 out of 13	-13.44921331
Sec11a	8 out of 13	-13.44745803
1110012J17Rik	6 out of 13	-13.41858067
Asnsd1	7 out of 13	-13.41377103
Dtymk	7 out of 13	-13.40747756
Palmd	6 out of 13	-13.40225791
Phf19	7 out of 13	-13.37707366
Mm.385171	4 out of 13	-13.36922764
228712	5 out of 13	-13.36467635
Mxra8	7 out of 13	-13.3418322
Pclo	6 out of 13	-13.33652954
Zfp637	7 out of 13	-13.33460887
Cml1	5 out of 13	-13.33290798
Mthfd1	6 out of 13	-13.32678889
G6pc3	7 out of 13	-13.31530664
Lphn3	4 out of 13	-13.31404598
RFX3	4 out of 13	-13.30064545
Gpsm1	6 out of 13	-13.29919327
Prrc2b	6 out of 13	-13.29088239
1190007I07Rik	8 out of 13	-13.2754177
Fbxo30	8 out of 13	-13.27146788
Sms	5 out of 13	-13.2666923
Grin2c	7 out of 13	-13.25956299
Slc25a36	7 out of 13	-13.24414419
Slc6a4	4 out of 13	-13.24364032
Arhgap21	6 out of 13	-13.22679591
Gpx4	7 out of 13	-13.2176669
Mapkapk3	6 out of 13	-13.21663211
Vwa1	7 out of 13	-13.2071531
Acp6	7 out of 13	-13.20654107
Tmem14a	4 out of 13	-13.20346555
Klhl28	7 out of 13	-13.20241339
Mfsd12	7 out of 13	-13.20202268
Dpp7	6 out of 13	-13.20033466
Ctns	6 out of 13	-13.19804448
Zfp385b	7 out of 13	-13.19165668
Limch1	8 out of 13	-13.18898635
704670	4 out of 13	-13.18292419
LOC716379	7 out of 13	-13.17336121
LOC711357	5 out of 13	-13.17155881
Neu2	6 out of 13	-13.16435781
Rxra	6 out of 13	-13.16318381
Vgll4	8 out of 13	-13.16258236
Ppp2r2c	6 out of 13	-13.1454321
Phkb	8 out of 13	-13.1427431
2610027K06Rik	6 out of 13	-13.14153041
Gm9856	5 out of 13	-13.12925974
Syde2	5 out of 13	-13.12628371
Tfap4	5 out of 13	-13.12256814
Pot1a	7 out of 13	-13.12254789
2010317E24Rik	5 out of 13	-13.11548728
A_52_P96360	6 out of 13	-13.10561388
Tnfrsf19	5 out of 13	-13.09579054
Fam171a2	6 out of 13	-13.09245112
LOC716492	7 out of 13	-13.07338534
Exosc7	6 out of 13	-13.07271562
Slc2a8	6 out of 13	-13.07218201
Best3	5 out of 13	-13.06588361
Sox4	5 out of 13	-13.06425436
Ptpn13	7 out of 13	-13.06295096
Mcm8	6 out of 13	-13.04539252
Col6a1	6 out of 13	-13.04407305
Rimkla	6 out of 13	-13.03177844
Dstn	7 out of 13	-13.02954283
Gcdh	7 out of 13	-13.02518103
Gnmt	7 out of 13	-13.02068328
Hhip	7 out of 13	-13.00284531
Tusc2	7 out of 13	-12.99751491
Asgr1	4 out of 13	-12.99655097
Cdc20	5 out of 13	-12.99604102
A_52_P342015	5 out of 13	-12.96971918
Eif2c4	5 out of 13	-12.9683219
Adrb1	5 out of 13	-12.95332856
Add3	6 out of 13	-12.95272862
Ube2i	6 out of 13	-12.95075993
Gtl3	6 out of 13	-12.94359689
Mrc2	7 out of 13	-12.9404692
Parp6	5 out of 13	-12.9401122
Gstk1	5 out of 13	-12.93943763
Tecr	7 out of 13	-12.93840737
Scn3b	6 out of 13	-12.93138445
3010026O09Rik	6 out of 13	-12.92586664
Appl2	6 out of 13	-12.90338527
Cmtm8	6 out of 13	-12.89729025
Thap11	7 out of 13	-12.88937463
Tmem98	6 out of 13	-12.88760273
Ankrd50	6 out of 13	-12.87791009
2310046O06Rik	7 out of 13	-12.87285227
Epha7	6 out of 13	-12.86290404
9830001H06Rik	6 out of 13	-12.85865207
Pipox	5 out of 13	-12.84992613
Tk1	6 out of 13	-12.84708337
Abcd4	6 out of 13	-12.84501135
Gucy1b3	6 out of 13	-12.80870473
Sox18	4 out of 13	-12.8019359
Prkaca	6 out of 13	-12.79208366
Tbc1d23	4 out of 13	-12.7912319
Cyp2j9	5 out of 13	-12.78469482
NGB	6 out of 13	-12.78193447
Chst3	5 out of 13	-12.75851367
Btbd6	5 out of 13	-12.75803186
Pfdn5	6 out of 13	-12.75697332
ETF1	4 out of 13	-12.75041812
Ccdc85b	7 out of 13	-12.74657526
Anln	6 out of 13	-12.73374723
APRT	4 out of 13	-12.73327263
Zfp266	4 out of 13	-12.72932717
1700019L03Rik	6 out of 13	-12.72866381
P2rx6	5 out of 13	-12.72289667
Mphosph9	8 out of 13	-12.7221824
Mtus1	6 out of 13	-12.71884152
Glb1l	7 out of 13	-12.71510489
Fads1	5 out of 13	-12.71415673
Casp6	6 out of 13	-12.69924602
Tns3	7 out of 13	-12.69151229
Ssr1	7 out of 13	-12.68955449
Cpm	5 out of 13	-12.68559739
Srpk2	8 out of 13	-12.67445391
Hmgb1	8 out of 13	-12.66245266
Rtn4rl1	6 out of 13	-12.66195675
Wbscr27	5 out of 13	-12.6586529
Oxct1	7 out of 13	-12.65518672
Ctsh	5 out of 13	-12.63706535
Zfp763	6 out of 13	-12.63692558
Ulk1	7 out of 13	-12.6334123
Fam193b	6 out of 13	-12.62979722
Sparcl1	7 out of 13	-12.61901537
Sec16b	7 out of 13	-12.61741989
Nosip	6 out of 13	-12.61635127
Fam100a	7 out of 13	-12.61070249
Sdha	6 out of 13	-12.61051002
Nedd4	6 out of 13	-12.61020636
Tmem205	6 out of 13	-12.60012097
Mgst2	6 out of 13	-12.59501771
Aatk	6 out of 13	-12.59327703
A_52_P324448	4 out of 13	-12.59245743
Cnih	7 out of 13	-12.58183231
Hba-a1	5 out of 13	-12.56895509
Narf	6 out of 13	-12.56736589
9330159F19Rik	5 out of 13	-12.55741937
Slc48a1	7 out of 13	-12.52965085
PPT1	4 out of 13	-12.52943797
Zfp148	9 out of 13	-12.52419393
6330403K07Rik	5 out of 13	-12.51880958
Ikbip	7 out of 13	-12.51864624
Rbp7	4 out of 13	-12.50938999
Six5	5 out of 13	-12.50097179
Gm16515	5 out of 13	-12.50026653
Nkain1	6 out of 13	-12.49629928
Agap1	5 out of 13	-12.49625351
Il17rd	7 out of 13	-12.48906396
Cyp2d9	6 out of 13	-12.48897753
Dock6	6 out of 13	-12.48398362
Cyp4f15	5 out of 13	-12.47955668
LOC715247	4 out of 13	-12.47943974
Slc25a27	4 out of 13	-12.47277565
Bub1	6 out of 13	-12.46407777
Hoxa3	6 out of 13	-12.46135475
Syn2	6 out of 13	-12.45705032
Mterfd3	5 out of 13	-12.45659215
Mapre2	8 out of 13	-12.44848308
Tmem141	6 out of 13	-12.44343383
Acad12	5 out of 13	-12.43840489
IDE	6 out of 13	-12.42849631
2810013P06Rik	6 out of 13	-12.40433424
H6pd	4 out of 13	-12.39906883
Rhebl1	5 out of 13	-12.39135676
Arhgap12	6 out of 13	-12.39039099
Foxo6	4 out of 13	-12.38020669
Kcna6	4 out of 13	-12.37290863
Fam178b	6 out of 13	-12.37267525
Gm14207	5 out of 13	-12.34649322
Gstm2	6 out of 13	-12.34089598
Pygb	7 out of 13	-12.33204382
Hist1h2bk	5 out of 13	-12.32636825
Vat1	6 out of 13	-12.32395413
Ang4	6 out of 13	-12.30142909
Rap2a	7 out of 13	-12.2917151
Brd3	6 out of 13	-12.2783783
Rbpms2	6 out of 13	-12.25504019
Cxcl12	5 out of 13	-12.25136105
Pcdh17	7 out of 13	-12.24944976
Ctdsp2	6 out of 13	-12.24743918
Kank4	7 out of 13	-12.23946172
Tmem149	7 out of 13	-12.23703555
Polr3g	5 out of 13	-12.22988702
Slc6a6	6 out of 13	-12.21524863
Pcdha6	5 out of 13	-12.2143413
GDI2	5 out of 13	-12.20766049
Fam3a	7 out of 13	-12.20686555
1500035N22Rik	5 out of 13	-12.2044785
Tbc1d8b	5 out of 13	-12.20181894
ATRX	6 out of 13	-12.19026405
Rnf19a	7 out of 13	-12.18744842
Tax1bp3	8 out of 13	-12.18204362
Sned1	4 out of 13	-12.17657131
Gpr34	7 out of 13	-12.17556966
Crym	6 out of 13	-12.17378607
Scrn3	7 out of 13	-12.17289717
Akr1c19	7 out of 13	-12.16768116
Fasn	5 out of 13	-12.16449216
Dopey1	6 out of 13	-12.16203521
Smo	4 out of 13	-12.15940863
Faah	6 out of 13	-12.15218157
Hmcn1	5 out of 13	-12.14124676
Gpsm2	5 out of 13	-12.14018347
Zfp251	6 out of 13	-12.1323318
LOC708735	5 out of 13	-12.12805532
Mm.23555	4 out of 13	-12.1254959
Slc9a6	7 out of 13	-12.12189275
Gpr56	4 out of 13	-12.11157894
Nucb2	6 out of 13	-12.09933951
Clstn1	6 out of 13	-12.07802541
H2afj	5 out of 13	-12.06950317
Cyb5	5 out of 13	-12.06697984
Igfbp5	6 out of 13	-12.06628184
Thsd1	5 out of 13	-12.05284189
Apoc1	4 out of 13	-12.04141836
Dynll2	7 out of 13	-12.03946011
Abca9	4 out of 13	-12.02948019
Phpt1	6 out of 13	-12.02083453
Arvcf	7 out of 13	-12.02056122
Tmc4	5 out of 13	-12.01669266
Card10	8 out of 13	-12.01619351
Impa2	6 out of 13	-12.0150774
Nsun6	7 out of 13	-12.00973434
Pbld2	5 out of 13	-12.00376896
Mm.136551	5 out of 13	-12.00150298
Tmie	6 out of 13	-11.99174571
Hps6	5 out of 13	-11.9880264
Hexim1	9 out of 13	-11.98282082
Plp2	6 out of 13	-11.97636582
Fam101a	5 out of 13	-11.9589538
Haus5	5 out of 13	-11.95819899
Ltc4s	5 out of 13	-11.95721738
Scn7a	5 out of 13	-11.95230248
DGAT1	4 out of 13	-11.95173456
Hint2	5 out of 13	-11.95104963
Dexi	6 out of 13	-11.94259636
Cpt1c	6 out of 13	-11.93223586
Zfp467	5 out of 13	-11.92531134
Rgn	4 out of 13	-11.92170621
Tgfb3	5 out of 13	-11.91445459
Dag1	8 out of 13	-11.91174949
Cit	6 out of 13	-11.9079689
Inha	6 out of 13	-11.89984691
RNASEH2A	4 out of 13	-11.88826886
Pja1	7 out of 13	-11.88452181
Ankrd12	6 out of 13	-11.88221856
4930444A02Rik	6 out of 13	-11.86249469
Tmem164	6 out of 13	-11.86166664
Degs2	5 out of 13	-11.85685568
Rab3il1	6 out of 13	-11.85588061
Iqcc	6 out of 13	-11.85295023
Haus4	5 out of 13	-11.84658254
Rbm14	8 out of 13	-11.84486087
H2afv	7 out of 13	-11.83723942
Kif26b	4 out of 13	-11.8365825
LOC716483	4 out of 13	-11.83442674
Rpl10	4 out of 13	-11.82916471
Unc119	5 out of 13	-11.82733093
Ss18	9 out of 13	-11.81815793
Ppfibp2	8 out of 13	-11.81266513
2310030G06Rik	6 out of 13	-11.80891298
LOC717055	6 out of 13	-11.80052072
1110065P20Rik	7 out of 13	-11.79113331
1110057K04Rik	6 out of 13	-11.79060867
Sema6d	6 out of 13	-11.78713922
Mrps9	5 out of 13	-11.78620297
Mfsd7c	6 out of 13	-11.78512455
Slc16a7	5 out of 13	-11.78482562
Vangl1	6 out of 13	-11.77598089
Tmem50b	7 out of 13	-11.76892268
Foxp2	7 out of 13	-11.76707474
Sec22c	7 out of 13	-11.76509164
Strbp	7 out of 13	-11.76140971
Tbxa2r	7 out of 13	-11.75864646
Man2a2	5 out of 13	-11.75708763
Snrpa	7 out of 13	-11.75037947
Hoxa1	6 out of 13	-11.74363493
Acap3	7 out of 13	-11.74023463
Itga8	8 out of 13	-11.73992421
Dach1	5 out of 13	-11.73040413
Kit	5 out of 13	-11.72798939
Runx1t1	5 out of 13	-11.72755458
3-Sep	5 out of 13	-11.72030238
Fbxo3	7 out of 13	-11.71657166
Retsat	5 out of 13	-11.71567044
Plagl1	9 out of 13	-11.71235303
Zfp84	6 out of 13	-11.71093888
Prdm8	5 out of 13	-11.70866064
Acbd4	5 out of 13	-11.70404932
Fam171a1	5 out of 13	-11.70302449
Tmem223	6 out of 13	-11.7025392
Usp48	6 out of 13	-11.69850031
Coro1a	5 out of 13	-11.69338158
DYNC1I2	5 out of 13	-11.69062774
Cxxc5	7 out of 13	-11.68849184
Mast3	6 out of 13	-11.6882261
Calml3	4 out of 13	-11.68232921
Cpne5	7 out of 13	-11.65455439
Zfp30	5 out of 13	-11.65292203
2310001K24Rik	5 out of 13	-11.63537712
Reep5	9 out of 13	-11.63238474
Sgol2	6 out of 13	-11.62572183
Pgm5	5 out of 13	-11.61764332
Crat	6 out of 13	-11.6159711
Cyp2b13	5 out of 13	-11.6154938
Vamp1	5 out of 13	-11.60860976
LOC709532	4 out of 13	-11.60136425
Ear1	4 out of 13	-11.57170575
Fbxo21	8 out of 13	-11.56035761
Entpd5	4 out of 13	-11.55269691
Zmat4	5 out of 13	-11.55140495
Tnfsf13	6 out of 13	-11.54283255
Cldn10	4 out of 13	-11.53974188
Ccdc37	7 out of 13	-11.53498349
Slc25a17	4 out of 13	-11.5334799
Cd55	8 out of 13	-11.52589438
Tmem106c	7 out of 13	-11.51865111
LOC693853	4 out of 13	-11.51327294
Rbbp9	6 out of 13	-11.50117858
Mrpl36	7 out of 13	-11.49724792
Snx21	5 out of 13	-11.49353781
Itih2	4 out of 13	-11.49312188
Art4	4 out of 13	-11.48805374
LOC711857	6 out of 13	-11.4869487
Rrm1	7 out of 13	-11.47927857
BC060267	5 out of 13	-11.47919344
Alas1	4 out of 13	-11.46880296
Mast1	7 out of 13	-11.46661576
Dpagt1	6 out of 13	-11.46312752
Srms	7 out of 13	-11.46254315
Cpb1	6 out of 13	-11.45929863
Abhd12	4 out of 13	-11.4565611
SKAP2	4 out of 13	-11.4426875
2810422J05Rik	7 out of 13	-11.43991653
Spc24	5 out of 13	-11.43916722
Bambi	4 out of 13	-11.43723749
Bhlhe41	8 out of 13	-11.43428414
Cdk19	5 out of 13	-11.43248435
Ntpcr	6 out of 13	-11.43218513
Zmym1	4 out of 13	-11.43082067
Cyp3a13	4 out of 13	-11.42923661
Calcrl	4 out of 13	-11.42607588
0610012G03Rik	9 out of 13	-11.42473281
Sox11	4 out of 13	-11.41940515
Osbpl1a	7 out of 13	-11.41235014
Tmem246	5 out of 13	-11.41099374
D7Ertd715e	4 out of 13	-11.40553335
Gm5918	5 out of 13	-11.39993484
Wdr90	5 out of 13	-11.3997984
711440	4 out of 13	-11.39024694
Hic1	4 out of 13	-11.38736914
Bmp5	5 out of 13	-11.38686416
Acot11	7 out of 13	-11.38019894
Higd2a	7 out of 13	-11.372331
Efhd2	6 out of 13	-11.36216173
Soat1	4 out of 13	-11.34894211
Hs1bp3	7 out of 13	-11.34784941
Fahd2a	6 out of 13	-11.34405236
Twsg1	6 out of 13	-11.34357079
Brca2	7 out of 13	-11.32875097
Itfg1	7 out of 13	-11.31734755
UBE2W	4 out of 13	-11.3064833
GMIP	4 out of 13	-11.30299015
Add1	6 out of 13	-11.30113515
A_52_P489495	5 out of 13	-11.30039125
Fibp	4 out of 13	-11.29231949
Maml3	6 out of 13	-11.2886201
Magi1	8 out of 13	-11.27768372
Nav2	7 out of 13	-11.27756325
Ttyh3	7 out of 13	-11.27132953
Klhdc3	7 out of 13	-11.26592594
Slc16a2	6 out of 13	-11.26474806
Lamtor2	5 out of 13	-11.26349186
Aldh1a1	4 out of 13	-11.26142179
Harbi1	4 out of 13	-11.25442921
A_52_P328621	5 out of 13	-11.23917843
Mbtps1	6 out of 13	-11.23760599
Exosc5	6 out of 13	-11.23751956
Hmgb3	9 out of 13	-11.23034413
Atp5g2	7 out of 13	-11.22640063
Hspa12a	7 out of 13	-11.21503675
Abhd4	6 out of 13	-11.20676158
Carkd	8 out of 13	-11.20576813
Nkapl	7 out of 13	-11.20099711
Mpv17l	4 out of 13	-11.19905946
Peg3	5 out of 13	-11.19269072
Gtf3c1	6 out of 13	-11.18851731
Pink1	5 out of 13	-11.18550845
Fundc1	5 out of 13	-11.17224227
Hjurp	5 out of 13	-11.17071154
4833420G17Rik	5 out of 13	-11.1674776
Ednrb	6 out of 13	-11.16318609
Snrnp25	7 out of 13	-11.15281354
FAM20A	5 out of 13	-11.15181603
Pard6g	6 out of 13	-11.15127323
Slc22a18	5 out of 13	-11.15054189
Rims3	6 out of 13	-11.1458776
Bloc1s5	6 out of 13	-11.1391092
Cav1	5 out of 13	-11.13588951
Ift46	6 out of 13	-11.13524552
Col14a1	5 out of 13	-11.12827784
Incenp	4 out of 13	-11.12438257
Neil1	7 out of 13	-11.12092287
Yipf2	7 out of 13	-11.11911209
A_52_P143357	6 out of 13	-11.11850308
3021401N23Rik	6 out of 13	-11.11468073
Pmm1	5 out of 13	-11.11106824
