"This RNA Expression meta-signature was derived from Illumina's BaseSpace Correlation Engine Meta-Analysis app. The analysis aggregated 15 Biosets for SARS day4 post-infection vs control Lung tissue experiments from twelve independent studies (GSE23955, GSE36969, GSE40824, GSE40827, GSE49262, GSE50000, GSE50878, GSE51386, GSE51387, GSE64660, GSE64661, GSE68820) and four strains (SARS-CoV GZ02, SARS-CoV HC-SZ-6103, SARS-CoV Urbani, SARS-CoV MA15). For more go to https://github.com/BioinfoSolutions/Coronavirus_metadata."		
"The export table from the Meta-Analysis was transformed in the following ways to define this SARS-CoV day4 post-infection lung meta-signature. The bioset-specific gene scores were modified with fold change directionality, then the signed bioset-specific gene scores were averaged for each gene across all biosets for a signed overall score. The genes and scores were then imported using the Fold Change (+/- mode) option to use the directional values and rank."		
		
Gene	Specificity	Score Ave
CSTB	11 out of 15	26.78700491
Ripk3	8 out of 15	26.7551321
Rras2	10 out of 15	26.75356481
C1ra	9 out of 15	26.75064279
Igtp	7 out of 15	26.72533176
Pld4	8 out of 15	26.7127002
Syce2	9 out of 15	26.68356876
Pstpip1	10 out of 15	26.67950697
Tmem54	10 out of 15	26.66523296
Aspm	9 out of 15	26.63457906
Asprv1	7 out of 15	26.62486182
B2m	12 out of 15	26.61832057
Lsm11	11 out of 15	26.50568019
Lat2	10 out of 15	26.42520804
Clec4b1	9 out of 15	26.27319929
Cenpl	12 out of 15	26.26718393
Acp2	11 out of 15	26.26533786
E2f1	10 out of 15	26.26508795
A_52_P457376	8 out of 15	26.25091385
Rab3il1	10 out of 15	26.21723602
SEC13	10 out of 15	26.20944075
Zc3hav1	10 out of 15	26.20323292
Gbp9	9 out of 15	26.2013038
Myd88	10 out of 15	26.15651492
Gcnt1	11 out of 15	26.13129439
Eri1	12 out of 15	26.08702469
Ccne2	7 out of 15	26.06809809
D430020J02Rik	9 out of 15	26.04013167
TREM1	9 out of 15	26.00183323
Trafd1	11 out of 15	25.99354844
A_52_P57582	9 out of 15	25.97041596
C1rb	9 out of 15	25.94842728
H2-K2	9 out of 15	25.94757773
Emilin2	8 out of 15	25.9257494
Casp3	11 out of 15	25.92070873
Abhd2	11 out of 15	25.91430575
Ifi47	8 out of 15	25.88828202
Mgat4a	10 out of 15	25.88692846
Mcm6	12 out of 15	25.85849897
Dnmt3l	7 out of 15	25.81322956
Cenpa	8 out of 15	25.78006493
Cdc25c	8 out of 15	25.77862823
Ezh2	10 out of 15	25.77699701
A_52_P533673	8 out of 15	25.74359436
LOC704908	9 out of 15	25.73226253
Hist1h1d	10 out of 15	25.71801967
Rnf149	11 out of 15	25.6672326
Etv6	11 out of 15	25.64745816
Ifng	7 out of 15	25.62431149
Scarb2	11 out of 15	25.61000401
A_52_P577992	7 out of 15	25.55832399
Brca2	11 out of 15	25.55250643
H2-Q7	9 out of 15	25.53359813
Ccnyl1	10 out of 15	25.53303144
ENSMUSG00000073144	8 out of 15	25.52665798
Cd68	8 out of 15	25.4981974
Ncaph	11 out of 15	25.45646926
4921507G05Rik	7 out of 15	25.44397877
Nrip3	7 out of 15	25.34195382
LOC697375	8 out of 15	25.28329552
Agr2	9 out of 15	25.25140818
LOC714321	11 out of 15	25.23270687
Dab2	13 out of 15	25.20354773
Chsy3	9 out of 15	25.20309316
AK089297	7 out of 15	25.19202851
Ly6i	8 out of 15	25.1899759
Ptger4	8 out of 15	25.18684689
Rcan3	11 out of 15	25.16391867
Ptges3l	9 out of 15	25.14985166
AK017340	9 out of 15	25.13691224
Ly6c1	9 out of 15	25.0612983
Glipr2	9 out of 15	25.05598617
Oas1d	8 out of 15	25.04438267
Cyp4f18	7 out of 15	25.02725275
Col4a1	10 out of 15	25.02043539
Ptrh1	8 out of 15	25.00103736
Ccr2	10 out of 15	24.9386184
Tmc5	8 out of 15	24.91124479
Ahsg	7 out of 15	24.80694147
SNRPA1	10 out of 15	24.77889693
Wsb1	7 out of 15	24.77406082
Steap1	10 out of 15	24.73455836
Plat	7 out of 15	24.71784365
Mm.380833	8 out of 15	24.70198313
PDE12	9 out of 15	24.63933798
F10	10 out of 15	24.62682566
Lhx6	11 out of 15	24.60170962
Tor3a	9 out of 15	24.5928355
Psmd14	11 out of 15	24.57127169
A_52_P182118	11 out of 15	24.56470475
Arid5a	9 out of 15	24.54937766
Sp100	9 out of 15	24.52879848
Mgp	9 out of 15	24.49372865
Bid	9 out of 15	24.48992958
Tpd52	13 out of 15	24.46660355
Litaf	8 out of 15	24.45929378
Samhd1	10 out of 15	24.43183231
Znf41-ps	13 out of 15	24.4118985
1110038B12Rik	8 out of 15	24.35206969
Lacc1	9 out of 15	24.23037653
Otud3	13 out of 15	24.23016659
H2-Q1	10 out of 15	24.16762452
Rnf19b	9 out of 15	24.10334692
Hpgds	8 out of 15	24.07739221
P2ry6	9 out of 15	24.07230084
Bora	10 out of 15	24.04066641
Ccno	10 out of 15	24.00123154
Ccdc80	11 out of 15	23.99712556
Arhgap11a	8 out of 15	23.99024063
C4a	11 out of 15	23.95633774
Znfx1	9 out of 15	23.88411442
G3bp1	10 out of 15	23.87820658
Dbf4	11 out of 15	23.7027101
Poc1a	11 out of 15	23.66526773
Glod5	7 out of 15	23.614034
Cd274	9 out of 15	23.58327583
Hk3	7 out of 15	23.53443679
Rab20	9 out of 15	23.50929743
ALDH1A3	8 out of 15	23.50552827
Igf2bp2	9 out of 15	23.46459172
Tlr1	9 out of 15	23.43894798
Fscn1	9 out of 15	23.43884113
Tnf	8 out of 15	23.41712881
LOC715015	10 out of 15	23.41080738
2310002J15Rik	9 out of 15	23.39520655
A_52_P510790	7 out of 15	23.38049299
Gyk	9 out of 15	23.37603117
Smarca4	8 out of 15	23.33665305
Clip4	11 out of 15	23.33092443
Col2a1	7 out of 15	23.32291425
Gng12	9 out of 15	23.29191513
4930422G04Rik	9 out of 15	23.2748967
Mtmr9	13 out of 15	23.26361957
H2afx	9 out of 15	23.21040477
Rtn4	13 out of 15	23.19875392
Ppp2r5c	12 out of 15	23.12624297
Ammecr1	10 out of 15	23.1126987
Pold3	11 out of 15	23.08189494
Cd244	9 out of 15	23.05595464
Slc16a6	10 out of 15	23.04961577
Bcl3	7 out of 15	23.04952617
Ulbp1	9 out of 15	23.03925769
PDYN	8 out of 15	22.9942069
Tubb4a	12 out of 15	22.97775521
Ext1	13 out of 15	22.96887005
Tlr7	9 out of 15	22.94741214
Adamts2	10 out of 15	22.92690593
Gadd45g	8 out of 15	22.92217119
Arsi	7 out of 15	22.8662253
Eif4e2	11 out of 15	22.80607266
Pycard	10 out of 15	22.78259003
Lonrf3	10 out of 15	22.77569619
Lhfpl2	9 out of 15	22.76596481
Isg20	9 out of 15	22.76354591
LOC710834	7 out of 15	22.75824877
Oas1g	8 out of 15	22.65723352
Slc29a3	8 out of 15	22.61863829
Kpna2	9 out of 15	22.6183785
LOC711621	7 out of 15	22.60744508
Sh3bp2	10 out of 15	22.58869522
Cd276	10 out of 15	22.56560641
Klrk1	8 out of 15	22.56542482
5730559C18Rik	9 out of 15	22.55954893
Pml	11 out of 15	22.5499241
Mmp13	8 out of 15	22.54148107
Hmox1	8 out of 15	22.53625429
Metrnl	10 out of 15	22.51375639
Fes	12 out of 15	22.50695459
Cfp	9 out of 15	22.42522399
Coa5	10 out of 15	22.39082509
Bcl2a1b	8 out of 15	22.38209371
Dclk1	13 out of 15	22.331283
Sdk1	8 out of 15	22.25248255
Mbd1	8 out of 15	22.25002546
Cxcr2	7 out of 15	22.23196878
Slpi	8 out of 15	22.22410743
Psmc5	12 out of 15	22.16924896
Prrc1	11 out of 15	22.12613728
Auh	12 out of 15	22.1251798
Mtpn	13 out of 15	22.1018039
Ada	7 out of 15	22.09063802
Ube2f	13 out of 15	22.06599145
LOC574338	10 out of 15	21.93668205
Grn	9 out of 15	21.92312631
Tnfrsf11a	8 out of 15	21.89880839
Raet1a	8 out of 15	21.89765754
5430427O19Rik	9 out of 15	21.86938472
Srprb	11 out of 15	21.86273216
Plin2	8 out of 15	21.85102883
Ykt6	9 out of 15	21.83709375
Nlgn2	7 out of 15	21.83374806
Fam49b	10 out of 15	21.81052699
Mm.327075	7 out of 15	21.79670639
Sdsl	8 out of 15	21.77432275
Aldh1l2	8 out of 15	21.76823003
Cd84	9 out of 15	21.76126383
Htt	10 out of 15	21.71779298
Memo1	11 out of 15	21.709959
Pla2g4a	11 out of 15	21.68041752
Tnfsf9	9 out of 15	21.6576453
Ms4a4b	8 out of 15	21.64144917
Gas7	11 out of 15	21.61520687
Pbx4	10 out of 15	21.61016306
Ttll12	11 out of 15	21.60317123
Lamc2	10 out of 15	21.59177534
Col18a1	9 out of 15	21.5887357
Plb1	7 out of 15	21.57746309
711482	9 out of 15	21.53172624
Pdpn	12 out of 15	21.52591942
Slc25a43	9 out of 15	21.51689578
Cd86	12 out of 15	21.49738184
Oxsr1	8 out of 15	21.48031765
C130026I21Rik	8 out of 15	21.45857674
Gsr	13 out of 15	21.43427306
Nts	8 out of 15	21.42511676
Adamts12	9 out of 15	21.36895056
Cyth4	8 out of 15	21.3210389
Depdc1a	10 out of 15	21.31775522
Fblim1	10 out of 15	21.30998101
Casp4	10 out of 15	21.2909041
Serpina3c	8 out of 15	21.28469997
Pitpnm2	11 out of 15	21.27067446
Emilin1	10 out of 15	21.26201212
IRF1	7 out of 15	21.24946672
Kpna3	12 out of 15	21.23796641
Prkaa1	11 out of 15	21.22386423
Dusp2	8 out of 15	21.19451305
B3gnt3	8 out of 15	21.15035496
Prss46	7 out of 15	21.13147969
Carhsp1	9 out of 15	21.12046391
C4b	7 out of 15	21.10340232
Ntpcr	12 out of 15	21.08824553
Ube2j1	10 out of 15	21.08764215
Dio3	8 out of 15	21.08324554
Gm8579	7 out of 15	21.07497877
LOC710662	11 out of 15	21.07397681
Ipo9	10 out of 15	21.06888436
Usp14	14 out of 15	21.06856662
Ticrr	7 out of 15	21.05381304
KDELR3	8 out of 15	21.05190161
Lig1	10 out of 15	21.04574904
Bak1	8 out of 15	21.03113882
Spats2l	10 out of 15	21.01151206
Cybb	10 out of 15	21.00974517
Calu	11 out of 15	21.00545974
Plau	8 out of 15	20.98474878
Tmem252	7 out of 15	20.97401819
Sgpl1	10 out of 15	20.95706765
Mcm8	11 out of 15	20.91846044
Tnfaip8l1	9 out of 15	20.89058106
Csprs	9 out of 15	20.86491939
Sbno2	9 out of 15	20.83496114
Mre11a	11 out of 15	20.83261143
Sema5a	11 out of 15	20.83023971
Fam107b	11 out of 15	20.81175999
H2-D1	8 out of 15	20.80757186
Ncf4	9 out of 15	20.76706072
Wdhd1	11 out of 15	20.7458037
Loxl2	11 out of 15	20.73981288
Havcr2	11 out of 15	20.72662499
Lin9	10 out of 15	20.71100463
NT5E	8 out of 15	20.69173713
MYOF	9 out of 15	20.69045527
Foxk2	12 out of 15	20.68948223
Krt18	8 out of 15	20.63614557
Nek6	8 out of 15	20.6292335
Mpeg1	7 out of 15	20.62678351
Sass6	10 out of 15	20.61178875
Mettl21d	11 out of 15	20.58861902
Snrpa	8 out of 15	20.56787153
Tcf23	7 out of 15	20.55690521
E2f3	10 out of 15	20.55004905
Uchl4	10 out of 15	20.54663186
Lmnb2	8 out of 15	20.54628441
Clec4a1	7 out of 15	20.54525239
SLC25A20	10 out of 15	20.53475968
Cdc7	10 out of 15	20.51199221
LOC714217	10 out of 15	20.49722369
Cysltr1	10 out of 15	20.48644916
Rpf2	9 out of 15	20.47363619
A_52_P669510	8 out of 15	20.45397956
Lmnb1	8 out of 15	20.42884165
LOC714086	10 out of 15	20.42393161
1500009L16Rik	10 out of 15	20.36855864
Cpsf2	10 out of 15	20.36164251
Lrrc59	8 out of 15	20.35222392
Prdx4	10 out of 15	20.32597332
Ubl4	11 out of 15	20.31048507
ENSMUSG00000071289	8 out of 15	20.30737968
MSLN	10 out of 15	20.26596711
Klk1	7 out of 15	20.24646591
Bysl	9 out of 15	20.24533846
Cda	7 out of 15	20.21658644
AV030849	7 out of 15	20.2076573
Nmt1	12 out of 15	20.18620669
KPNA6	7 out of 15	20.13802034
Steap2	9 out of 15	20.1298083
Slamf7	11 out of 15	20.11313091
Hck	9 out of 15	20.09767927
Itgav	12 out of 15	20.08678681
ENSMUST00000096862	7 out of 15	20.08290518
Hk1	11 out of 15	20.06746938
Fntb	12 out of 15	20.05629883
Cmtm4	12 out of 15	20.00196967
2310028H24Rik	9 out of 15	19.99149049
Pole3	11 out of 15	19.98102317
Arhgef39	8 out of 15	19.98051698
Panx1	10 out of 15	19.94560168
Lag3	8 out of 15	19.93720484
Snrpd1	9 out of 15	19.91899007
Parp11	9 out of 15	19.87785918
H2-D4	7 out of 15	19.87506723
Cd80	8 out of 15	19.85943484
Hspb8	12 out of 15	19.81403656
Dsn1	8 out of 15	19.80430821
Tbc1d7	12 out of 15	19.77647043
Xrcc3	10 out of 15	19.76146423
Pilra	9 out of 15	19.75345897
Snai1	7 out of 15	19.75330738
Mtr	12 out of 15	19.74920793
Phf19	8 out of 15	19.71983835
AI662270	8 out of 15	19.70702291
Tmem173	9 out of 15	19.6896502
Dnajc3	10 out of 15	19.57252254
Mlf1ip	8 out of 15	19.55327258
Eef1g	9 out of 15	19.55258505
Gtpbp8	12 out of 15	19.54553105
Ogfr	9 out of 15	19.54049785
Ms4a8a	10 out of 15	19.52309256
Ero1l	11 out of 15	19.52011227
Nfkbie	8 out of 15	19.49766978
H2-T24	7 out of 15	19.45890514
Sys1	11 out of 15	19.37517919
Rab8b	11 out of 15	19.36967961
Klhl25	10 out of 15	19.35668872
Irf5	9 out of 15	19.33711908
Batf	9 out of 15	19.32858835
Pycr1	8 out of 15	19.27931841
Vmp1	7 out of 15	19.25800223
Chac2	10 out of 15	19.24437136
Rangap1	11 out of 15	19.24195363
Ccdc67	10 out of 15	19.22679429
Ap2b1	9 out of 15	19.21217505
NFKBIZ	9 out of 15	19.20722773
Il10ra	7 out of 15	19.19883283
Klk1b5	7 out of 15	19.19440649
BC048355	7 out of 15	19.1441566
Rwdd4a	10 out of 15	19.12173601
Hat1	8 out of 15	19.11436223
Daxx	8 out of 15	19.11194581
Gm5331	8 out of 15	19.05750148
Alg8	8 out of 15	19.04921806
1700084J12Rik	9 out of 15	19.04125346
Lcp2	11 out of 15	19.03947566
Parp3	9 out of 15	19.01856456
Gca	10 out of 15	19.00303264
Gatad1	10 out of 15	18.99072414
Pign	11 out of 15	18.97596404
H2afy	11 out of 15	18.96978122
Akt3	10 out of 15	18.96919386
Col1a2	8 out of 15	18.96010937
Marcksl1	9 out of 15	18.95812719
Ctsb	9 out of 15	18.95180201
Ndufab1	9 out of 15	18.94139089
Emp1	9 out of 15	18.91474073
Fcf1	12 out of 15	18.87694398
2410001C21Rik	11 out of 15	18.86687695
LOC711055	12 out of 15	18.86557716
Ankfy1	10 out of 15	18.85567254
Hdgf	12 out of 15	18.82283915
Col5a1	10 out of 15	18.7917015
Ddit3	9 out of 15	18.77900404
Bst1	9 out of 15	18.76805703
Runx3	7 out of 15	18.7593936
Dfna5	8 out of 15	18.74439494
Hcls1	8 out of 15	18.72897243
Szrd1	10 out of 15	18.72854795
Adam17	8 out of 15	18.696702
Arl4c	10 out of 15	18.68496253
Cln8	12 out of 15	18.67227359
Rps24	8 out of 15	18.66723559
Fxyd5	9 out of 15	18.64879483
Kpnb1	10 out of 15	18.6448306
Plekho2	8 out of 15	18.62307419
NOP5/NOP58	9 out of 15	18.60776964
Ptpn1	8 out of 15	18.58312099
Tnfrsf9	7 out of 15	18.57620336
Rfc3	9 out of 15	18.54057662
Afp	7 out of 15	18.53562644
ADAT2	12 out of 15	18.53133806
Hmga1	8 out of 15	18.51305976
Bcl6b	8 out of 15	18.48998745
METAP1	10 out of 15	18.48916759
Prrx2	7 out of 15	18.48529544
Ctsz	9 out of 15	18.4782173
Lsm2	8 out of 15	18.46888022
Hif3a	8 out of 15	18.44929239
LOC715911	9 out of 15	18.43517342
LOC713583	8 out of 15	18.42692833
Col6a3	8 out of 15	18.42585061
Hpse	8 out of 15	18.39510787
Polh	10 out of 15	18.39347449
Cttn	10 out of 15	18.37501591
Nup50	11 out of 15	18.36763434
Ubap2l	11 out of 15	18.29875257
Rad18	8 out of 15	18.29788923
Nudt5	11 out of 15	18.29714974
Spink3	7 out of 15	18.29600586
BLVRA	12 out of 15	18.24846157
Csf2rb2	8 out of 15	18.22096306
Coro2a	9 out of 15	18.21775131
Napepld	11 out of 15	18.17682281
Nfkb2	8 out of 15	18.16497507
Sdf2l1	9 out of 15	18.16332818
Lgals1	8 out of 15	18.15093183
Entpd7	8 out of 15	18.14403446
Slc25a25	10 out of 15	18.12004595
Ccdc25	9 out of 15	18.1137588
Supt3h	8 out of 15	18.10026269
Mad2l2	10 out of 15	18.08745923
Mcm7	8 out of 15	18.08506934
Pkmyt1	9 out of 15	18.07117428
Zwint	10 out of 15	18.04931768
Taf9	9 out of 15	18.03675513
Arrb2	8 out of 15	18.02298868
Ptpn2	11 out of 15	18.0164858
Vil1	8 out of 15	18.00825014
Med19	13 out of 15	18.00775771
Ak2	12 out of 15	17.99468344
HSPA9	7 out of 15	17.98742047
H2-T23	7 out of 15	17.98654617
Wnk1	8 out of 15	17.97957556
Tbc1d1	9 out of 15	17.96659076
Tlr2	8 out of 15	17.9283544
DDX27	8 out of 15	17.92597826
Atp8b4	8 out of 15	17.92214976
Tmem176a	9 out of 15	17.90949409
Grb10	9 out of 15	17.89708811
Ece2	7 out of 15	17.88368859
Zfp91	11 out of 15	17.8807849
St3gal1	11 out of 15	17.87152221
Fxyd4	8 out of 15	17.8569842
LOC709079	10 out of 15	17.81812559
Slfn5	8 out of 15	17.81591197
Qpctl	10 out of 15	17.81437016
Nlrc5	7 out of 15	17.77937419
Snx5	13 out of 15	17.74473589
DPH5	9 out of 15	17.73757326
RRP12	9 out of 15	17.66328442
Pydc4	7 out of 15	17.64315368
1500012F01Rik	11 out of 15	17.63299057
Osm	8 out of 15	17.62582865
LOC701901	9 out of 15	17.60541133
Tifa	9 out of 15	17.58544636
Rhoc	9 out of 15	17.57032787
Cd14	11 out of 15	17.56418251
Hdlbp	12 out of 15	17.52702301
Cmtm7	11 out of 15	17.51524754
Glrx	7 out of 15	17.49519966
CCDC86	8 out of 15	17.48841389
Igfbp4	8 out of 15	17.47572802
Hsp90ab1	11 out of 15	17.47323481
Snrnp35	11 out of 15	17.47311531
Was	9 out of 15	17.46274742
A_52_P432937	8 out of 15	17.4598495
Ccdc18	8 out of 15	17.43836624
Dtymk	8 out of 15	17.41130441
Ankle2	12 out of 15	17.39908508
TGIF1	10 out of 15	17.35366107
Donson	11 out of 15	17.34366271
Nup188	9 out of 15	17.34063449
Hist2h2ac	8 out of 15	17.33882856
Vstm4	8 out of 15	17.32611548
Ube2n	12 out of 15	17.28821791
Kif18a	8 out of 15	17.28485802
Pmf1	8 out of 15	17.25669938
Sgcb	12 out of 15	17.22891374
Csf2rb	8 out of 15	17.16459166
Sfmbt1	13 out of 15	17.16385838
Acer3	10 out of 15	17.13511597
Ewsr1	11 out of 15	17.12875535
RHOU	7 out of 15	17.10422243
Apobec3	9 out of 15	17.10217673
Rab8a	12 out of 15	17.04913453
Fxc1	14 out of 15	17.03903357
Prkcdbp	9 out of 15	17.01362363
Actn1	7 out of 15	17.0056419
Abhd15	7 out of 15	17.00437585
LOC717395	9 out of 15	17.00313958
Pappa	8 out of 15	16.98925379
Eif1a	8 out of 15	16.98827942
Usp15	14 out of 15	16.98022389
Nans	12 out of 15	16.9195614
Tmem45a	11 out of 15	16.90435472
Gale	10 out of 15	16.90314754
Fam105a	9 out of 15	16.88091406
Ddx11	10 out of 15	16.8765731
Hspbap1	8 out of 15	16.87084189
Ssh1	10 out of 15	16.85751133
Mapk1ip1l	10 out of 15	16.7656018
BC046331	7 out of 15	16.76523213
Tcirg1	9 out of 15	16.74005654
Rpl7l1	8 out of 15	16.69635939
2210009G21Rik	11 out of 15	16.67305708
Gja1	8 out of 15	16.66332176
Ninj2	9 out of 15	16.64250161
Ifitm2	8 out of 15	16.62129316
LOC705358	8 out of 15	16.61876457
Oas1e	8 out of 15	16.5998606
S100a6	10 out of 15	16.5897305
Dcp2	9 out of 15	16.56510588
Kazn	9 out of 15	16.51603184
GORASP2	10 out of 15	16.49969576
Dnmt3a	12 out of 15	16.47765851
Gns	9 out of 15	16.47714224
E230029C05Rik	8 out of 15	16.47329813
Pdss1	7 out of 15	16.46102407
SMYD2	7 out of 15	16.45835291
Ly6a	7 out of 15	16.44917833
Aida	10 out of 15	16.44326732
Gpr133	9 out of 15	16.40651018
Selrc1	9 out of 15	16.40054423
Nup205	12 out of 15	16.39905563
Qsox1	10 out of 15	16.37909997
Atp8b1	10 out of 15	16.35222784
Ccl5	7 out of 15	16.3501972
Eif4a1	8 out of 15	16.32549308
Rnf114	8 out of 15	16.32197775
Aen	8 out of 15	16.31715212
Mrs2	8 out of 15	16.30397473
A_52_P492189	8 out of 15	16.29759046
Atad5	9 out of 15	16.29410919
Zranb3	10 out of 15	16.2918807
Lzic	11 out of 15	16.27898503
Arih1	15 out of 15	16.2769224
ASB4	11 out of 15	16.27603472
Slc35d2	10 out of 15	16.23056759
Pdk3	11 out of 15	16.22610357
Nubp1	9 out of 15	16.19938224
Crtap	10 out of 15	16.19552775
Erap1	10 out of 15	16.1765136
Pdzrn3	10 out of 15	16.17304935
Cttnbp2nl	9 out of 15	16.15845118
ADSL	7 out of 15	16.13869767
Mex3a	7 out of 15	16.1192236
Mcm4	8 out of 15	16.1191265
1810033B17Rik	9 out of 15	16.11902449
Mm.327218	7 out of 15	16.10355632
Eno1	7 out of 15	16.10117294
4933426M11Rik	9 out of 15	16.09583767
Liph	9 out of 15	16.08081303
Snx20	8 out of 15	16.06433645
A_52_P657123	8 out of 15	16.06384356
LOC704195	10 out of 15	16.0572334
Trpm2	7 out of 15	16.0303821
Adamts9	11 out of 15	16.02145866
EG382448	7 out of 15	16.02116671
Plod1	9 out of 15	16.01656508
S100a4	8 out of 15	16.01042764
Rprd1a	11 out of 15	16.00413177
Ccl1	8 out of 15	15.98669399
LOC714230	9 out of 15	15.94670615
GRWD1	8 out of 15	15.94617845
Ube2l6	8 out of 15	15.92804148
Mpp6	7 out of 15	15.91473469
697742	9 out of 15	15.88297466
Pdlim7	12 out of 15	15.88015342
Nudcd1	8 out of 15	15.87085182
Ddx21	7 out of 15	15.86609906
Wwox	8 out of 15	15.86530718
A530064D06Rik	7 out of 15	15.86512889
Blm	8 out of 15	15.86320473
Vma21	9 out of 15	15.85970121
Rab13	10 out of 15	15.85060094
Dut	10 out of 15	15.82444074
Tbc1d2	9 out of 15	15.8237113
Gm5662	7 out of 15	15.82265906
ENSMUSG00000059095	7 out of 15	15.81189022
Klrc1	7 out of 15	15.80207636
Ssr4	10 out of 15	15.80199314
Rnf121	9 out of 15	15.79171661
Khdrbs3	7 out of 15	15.79113606
Fpr2	7 out of 15	15.78633261
Eef1e1	7 out of 15	15.75609807
A_52_P520161	8 out of 15	15.74203323
712039	10 out of 15	15.7409308
Ikbke	8 out of 15	15.73532592
Asap3	8 out of 15	15.72713077
5430435G22Rik	8 out of 15	15.72515182
Papd7	12 out of 15	15.69823391
Anxa2	10 out of 15	15.69711239
Lass6	11 out of 15	15.69117197
A_52_P555089	7 out of 15	15.69115151
A_51_P144143	8 out of 15	15.68812202
Impa2	9 out of 15	15.68578512
LOC710970	8 out of 15	15.68158826
43896	10 out of 15	15.66550627
Mm.383599	9 out of 15	15.65952754
Snx10	8 out of 15	15.65806637
Dync1h1	8 out of 15	15.64378928
Adap1	7 out of 15	15.6358313
Ifi35	8 out of 15	15.63121624
Dnajc25	8 out of 15	15.58436746
A_52_P532370	7 out of 15	15.58016532
LOC695092	8 out of 15	15.5746789
Rasl2-9	8 out of 15	15.53685933
FETUB	9 out of 15	15.52775299
Thyn1	10 out of 15	15.5204971
Pmepa1	7 out of 15	15.51171155
1810055G02Rik	7 out of 15	15.49899888
H2-M3	8 out of 15	15.48518373
Nras	9 out of 15	15.4587641
Utp6	9 out of 15	15.44400772
Gbp2	7 out of 15	15.42599245
Setd8	11 out of 15	15.42508823
ENSMUST00000078613	8 out of 15	15.41447335
Leprotl1	11 out of 15	15.40122481
Osr1	7 out of 15	15.39653304
Pnpt1	10 out of 15	15.39065397
Eya4	8 out of 15	15.38150008
B4galt1	13 out of 15	15.37590988
Sptlc2	13 out of 15	15.35546786
Pik3ap1	9 out of 15	15.34808257
Mrps22	9 out of 15	15.33260468
Fam3b	8 out of 15	15.314924
Pilrb1	8 out of 15	15.30546184
Tnfsf14	7 out of 15	15.29680511
Rcc2	11 out of 15	15.26722948
Myo5a	9 out of 15	15.2300355
Hexb	7 out of 15	15.19837417
Taf1d	9 out of 15	15.19507466
Ube2l3	9 out of 15	15.18746891
Cct3	9 out of 15	15.17124784
Dnajc18	11 out of 15	15.16869172
Fam111a	9 out of 15	15.1686617
Zcchc2	10 out of 15	15.15890464
Prpf38a	11 out of 15	15.15224604
Samd9l	10 out of 15	15.13866271
Camk2n2	9 out of 15	15.13502328
LOC693699	7 out of 15	15.13220653
Lasp1	9 out of 15	15.11847556
TSR1	7 out of 15	15.08383172
A_51_P402908	7 out of 15	15.07584892
Tmem167	10 out of 15	15.07111323
St13	11 out of 15	15.06734149
Ube2v1	9 out of 15	15.04019292
Atp10a	9 out of 15	15.03816081
Slc39a11	13 out of 15	15.03623385
Ccdc34	8 out of 15	15.0278814
C1H1orf116	7 out of 15	15.01767589
A_52_P232314	8 out of 15	15.00577664
Rgs19	9 out of 15	14.99605619
Ube2g2	12 out of 15	14.99255796
BC052040	9 out of 15	14.98595362
Dnmt1	8 out of 15	14.97388309
Ubap1	8 out of 15	14.94080181
Cast	12 out of 15	14.93103956
Tram1	10 out of 15	14.92954319
Slc16a10	9 out of 15	14.91207969
Atg5	7 out of 15	14.89471398
Hmgb2	10 out of 15	14.89461575
Yipf6	10 out of 15	14.88320637
Kcnj8	9 out of 15	14.8781566
Icam1	10 out of 15	14.87695225
RAB11FIP1	10 out of 15	14.86752578
Pdgfc	7 out of 15	14.83848321
Lpar1	9 out of 15	14.82836219
Psma7	10 out of 15	14.82642265
ALOX5AP	10 out of 15	14.77715329
Col4a2	7 out of 15	14.7767857
LOC717755	12 out of 15	14.77672867
Ccng1	8 out of 15	14.75651441
Rabl5	11 out of 15	14.748321
Nt5c3	9 out of 15	14.74357628
Leo1	7 out of 15	14.73112841
Cd200r1	8 out of 15	14.72572925
9630033F20Rik	11 out of 15	14.71792942
Tmc7	7 out of 15	14.7074974
Aimp2	8 out of 15	14.70693386
LOC708907	7 out of 15	14.69634985
Slc39a1	9 out of 15	14.6808021
Pfdn1	9 out of 15	14.678227
Casp8	8 out of 15	14.67674071
3110003A17Rik	10 out of 15	14.62455176
Ccl11	8 out of 15	14.61532129
Fam150a	7 out of 15	14.61517523
Tnfsf8	7 out of 15	14.59896304
Arg2	8 out of 15	14.58929108
Kcnk13	7 out of 15	14.58865293
Efcab11	8 out of 15	14.58100208
Pilrb2	8 out of 15	14.55461389
Thoc6	10 out of 15	14.55200749
SLC25A13	7 out of 15	14.54666886
Ttf2	11 out of 15	14.53033107
Esd	7 out of 15	14.52793307
ANXA1	11 out of 15	14.49646135
A_52_P229210	7 out of 15	14.49575919
Cpne2	9 out of 15	14.48633558
Gnb1	11 out of 15	14.47814282
A_52_P221024	7 out of 15	14.43598846
Clu	10 out of 15	14.4261778
LOC695947	9 out of 15	14.4156717
Cbwd1	9 out of 15	14.4031477
LOC710147	8 out of 15	14.39795981
Tgfbr1	13 out of 15	14.39273732
Irak4	9 out of 15	14.38561553
Pprc1	8 out of 15	14.37741881
Calm3	8 out of 15	14.37467997
Eri2	10 out of 15	14.35981312
Dlst	8 out of 15	14.35294264
